id,review
6960,Bad
4085,Good
9761,Bad
7858,Very good
4959,Excellent
7695,Very good
237,Excellent
2020,Very good
8835,Very good
7637,Excellent
7183,Very bad
7721,Excellent
6874,Very good
411,Excellent
2120,Bad
6620,Very good
4588,Excellent
4088,Excellent
3447,Very bad
5412,Good
8085,Good
1071,Excellent
559,Very bad
2159,Excellent
890,Very good
1093,Good
5049,Very good
3584,Very good
4282,Very good
7468,Very good
8030,Excellent
5896,Very bad
6404,Very bad
8547,Very good
7496,Good
2874,Excellent
5150,Good
7094,Excellent
7857,Good
5368,Excellent
7841,Very bad
4232,Very good
414,Bad
1362,Very good
2079,Very good
6087,Excellent
5532,Very bad
7375,Excellent
8300,Excellent
6972,Excellent
2827,Good
448,Excellent
7732,Very good
2389,Very bad
7144,Very good
6003,Good
1534,Very good
7673,Very bad
2900,Excellent
8769,Excellent
3842,Very good
8630,Good
1357,Good
7547,Excellent
8753,Very good
6457,Good
342,Very bad
4468,Very good
6689,Good
7767,Very bad
1845,Bad
7797,Very good
8887,Very bad
8990,Very good
9909,Bad
8894,Good
2687,Very good
8144,Bad
5542,Excellent
1669,Very good
8579,Very good
569,Excellent
8608,Excellent
3579,Excellent
8811,Good
5692,Excellent
1946,Very good
83,Excellent
8585,Excellent
2708,Bad
1406,Good
553,Excellent
6450,Excellent
2232,Very good
2202,Excellent
8374,Very good
3818,Excellent
6627,Excellent
6562,Very good
743,Excellent
7051,Excellent
9317,Very good
9959,Excellent
9184,Good
9760,Excellent
3018,Good
8482,Very good
1634,Very good
2608,Bad
1150,Excellent
3161,Good
7272,Excellent
10,Very good
5026,Excellent
2363,Excellent
7012,Very good
8947,Good
4200,Very good
2617,Good
3594,Excellent
611,Good
390,Very bad
308,Excellent
3264,Good
5047,Very good
5243,Very bad
4463,Very bad
2816,Good
1466,Excellent
4746,Good
1060,Excellent
5796,Excellent
4155,Very bad
1504,Excellent
7098,Good
2186,Excellent
7424,Excellent
4478,Excellent
8088,Excellent
3029,Excellent
204,Good
3992,Excellent
7319,Bad
7762,Good
6168,Excellent
3855,Excellent
4190,Excellent
3301,Very good
567,Excellent
7324,Excellent
8606,Excellent
7001,Bad
300,Very good
3721,Bad
8691,Very good
6017,Bad
8227,Bad
4405,Good
7125,Very good
2601,Bad
7922,Excellent
5522,Very good
161,Excellent
6501,Very good
3552,Very bad
5617,Excellent
7226,Excellent
5517,Very good
8966,Bad
2799,Very good
4495,Excellent
5869,Very good
1283,Good
8790,Excellent
9662,Excellent
9211,Bad
5832,Excellent
2572,Excellent
7257,Excellent
8113,Excellent
8655,Excellent
2980,Excellent
9731,Good
1300,Excellent
9019,Excellent
7305,Very bad
1998,Very good
7194,Very good
9078,Very good
9671,Very good
5008,Very good
6697,Bad
8627,Good
7600,Excellent
1339,Bad
9865,Very bad
8557,Very good
8042,Good
562,Very good
2885,Very good
6054,Excellent
7572,Excellent
4641,Excellent
3922,Excellent
7597,Excellent
8868,Excellent
3921,Excellent
4940,Excellent
4096,Very bad
1675,Excellent
1725,Excellent
8035,Very good
9950,Very good
4482,Very good
8825,Very good
4762,Good
4824,Excellent
1620,Very good
1411,Very good
1196,Excellent
5454,Excellent
640,Good
392,Good
8495,Good
8029,Good
9707,Very good
734,Very good
6612,Good
4464,Good
4233,Very bad
7174,Excellent
8890,Excellent
2944,Excellent
6781,Excellent
4704,Good
9101,Excellent
815,Excellent
4060,Good
9172,Excellent
376,Excellent
8235,Bad
644,Bad
2947,Very bad
67,Excellent
1539,Good
6097,Excellent
9949,Excellent
5077,Good
1713,Very good
6701,Excellent
7168,Excellent
2722,Bad
5109,Bad
6537,Bad
6079,Very good
4051,Very good
2027,Very good
9295,Very good
4250,Excellent
9514,Good
680,Excellent
5453,Bad
8245,Very good
6636,Good
6737,Very good
760,Good
6919,Excellent
355,Excellent
5250,Very bad
1427,Good
95,Excellent
5741,Good
3573,Bad
7988,Very good
982,Excellent
5672,Excellent
9964,Very good
8803,Excellent
3395,Good
3822,Very good
3780,Excellent
2429,Very good
2354,Good
9444,Very good
2587,Excellent
3249,Bad
6349,Excellent
4059,Bad
2631,Good
8346,Good
1178,Very good
3333,Excellent
7870,Very good
5523,Excellent
2098,Very good
9208,Excellent
192,Good
9084,Excellent
669,Good
2093,Very good
1733,Excellent
5610,Very bad
6464,Good
4284,Very good
7646,Excellent
6452,Excellent
8277,Good
1735,Very bad
8695,Excellent
2436,Good
9292,Very good
2374,Excellent
8742,Very good
6646,Good
2244,Good
9430,Very good
5040,Bad
701,Very good
2564,Very good
4792,Bad
6971,Excellent
2928,Bad
9195,Good
4106,Excellent
5574,Good
679,Excellent
9953,Good
2744,Good
9603,Very good
9698,Good
1409,Good
3388,Very good
1999,Bad
6847,Very bad
6576,Very bad
1269,Very good
4008,Excellent
3190,Bad
6121,Good
5382,Very good
7302,Bad
6135,Excellent
1032,Excellent
7785,Bad
2183,Excellent
832,Bad
5516,Good
5440,Good
1349,Good
766,Very good
5706,Very good
700,Bad
4975,Very good
4124,Excellent
998,Very good
4530,Bad
8794,Good
5718,Very bad
3485,Excellent
4663,Excellent
164,Excellent
5032,Very good
6196,Very bad
153,Excellent
6385,Excellent
803,Excellent
5880,Excellent
7410,Bad
2548,Bad
1944,Excellent
8478,Excellent
6893,Very good
874,Very bad
8964,Bad
9057,Excellent
9223,Good
9360,Very bad
8150,Very good
8189,Very good
7435,Very good
1784,Bad
5065,Good
3757,Excellent
9210,Good
8143,Very good
5034,Good
6718,Good
833,Excellent
147,Good
6879,Good
8770,Very good
303,Very good
5726,Excellent
3340,Good
8163,Very good
1419,Very good
9990,Very good
8574,Bad
7550,Very good
3464,Excellent
2710,Very good
1018,Excellent
7603,Good
2961,Very good
5066,Good
9464,Excellent
2671,Excellent
9016,Excellent
4007,Bad
4866,Good
6234,Very good
3366,Bad
616,Good
6067,Very good
6013,Excellent
5020,Good
2811,Excellent
216,Good
46,Excellent
4763,Very good
1559,Very good
9434,Very good
643,Very good
825,Excellent
1509,Very good
9156,Good
4735,Good
4181,Bad
3187,Bad
6304,Very bad
5725,Good
419,Excellent
1801,Excellent
5746,Very good
9900,Good
5824,Good
4379,Good
1550,Bad
8552,Very good
4542,Very good
8203,Very bad
6,Excellent
3772,Excellent
9378,Excellent
3589,Excellent
5366,Very bad
1488,Excellent
6376,Excellent
3733,Excellent
9186,Excellent
1260,Good
6540,Very good
9801,Excellent
1506,Very good
2603,Excellent
6631,Very good
4110,Excellent
3751,Very good
2014,Excellent
4024,Very good
4251,Good
9738,Good
4615,Excellent
9897,Excellent
7898,Very good
5717,Very good
2146,Excellent
1454,Excellent
1959,Very good
2570,Very good
6162,Excellent
8661,Very good
5147,Very good
3341,Very good
8711,Excellent
6045,Bad
1389,Excellent
2124,Excellent
9153,Very good
6401,Very good
7806,Excellent
7602,Excellent
7334,Excellent
7122,Very good
926,Very good
4102,Good
541,Excellent
8320,Good
1379,Excellent
2717,Good
8755,Excellent
9604,Excellent
6136,Good
6813,Very good
4848,Excellent
2071,Very good
7517,Bad
9096,Very good
5521,Good
8385,Excellent
6528,Very bad
1375,Good
7616,Excellent
7199,Excellent
8294,Good
5540,Excellent
5466,Very good
5015,Excellent
8807,Very good
8600,Very good
5754,Very good
5510,Very good
574,Excellent
928,Very bad
2016,Excellent
6165,Very good
4290,Good
5365,Good
4654,Very good
3131,Good
3077,Excellent
9029,Good
5716,Good
9004,Excellent
2439,Excellent
8694,Good
6367,Very good
2599,Bad
4420,Bad
3008,Good
1438,Excellent
5225,Bad
1113,Excellent
7993,Very good
366,Very good
3160,Very good
836,Very good
3147,Very good
686,Very bad
4353,Very good
1004,Excellent
6706,Very good
7331,Good
8084,Excellent
8289,Very bad
4546,Excellent
2734,Good
5304,Very good
3098,Good
1146,Very bad
8136,Very bad
8509,Excellent
3917,Excellent
7316,Very good
8896,Good
3778,Excellent
2524,Very good
2619,Very bad
9620,Very good
3512,Bad
4910,Very good
7130,Very bad
4578,Good
3610,Very good
6532,Excellent
6778,Very good
7656,Very good
7668,Excellent
481,Excellent
6682,Excellent
8968,Good
2009,Good
7201,Good
5103,Excellent
24,Excellent
7759,Very good
282,Bad
8900,Very good
3353,Excellent
7754,Very good
7474,Very good
8504,Excellent
4757,Excellent
2341,Excellent
6431,Good
4003,Excellent
9366,Excellent
2426,Very good
3626,Very good
7495,Very good
6029,Excellent
7336,Excellent
9334,Excellent
6531,Very good
7251,Good
8317,Very good
9863,Excellent
2860,Excellent
4854,Excellent
8453,Bad
8786,Good
8292,Very good
7917,Very bad
1798,Very good
9849,Bad
3561,Excellent
6809,Excellent
1769,Very good
2752,Excellent
6726,Very good
7570,Very good
3284,Very good
9664,Very good
8583,Excellent
5031,Very bad
3605,Very good
2640,Excellent
1039,Very good
346,Very good
184,Excellent
3051,Bad
985,Excellent
4293,Excellent
7413,Bad
2286,Good
885,Excellent
7852,Bad
9479,Very good
4471,Very good
386,Excellent
7037,Very bad
9375,Excellent
284,Excellent
3122,Excellent
7053,Very good
2794,Very bad
7047,Excellent
979,Bad
8044,Very good
1811,Excellent
4778,Very good
9694,Excellent
9148,Very good
3960,Excellent
7687,Excellent
6137,Bad
550,Very good
9191,Very good
2486,Excellent
7699,Excellent
4394,Very good
9692,Very bad
1707,Good
9706,Very bad
917,Excellent
949,Excellent
9533,Excellent
5783,Very good
8624,Very good
5736,Excellent
6693,Excellent
110,Excellent
6022,Very good
3429,Very good
21,Excellent
1175,Bad
1026,Very good
7544,Very good
1347,Very good
7772,Bad
3234,Very good
7818,Good
7713,Very good
2940,Excellent
1354,Very good
5652,Excellent
773,Very bad
8442,Very bad
471,Very good
7963,Good
2554,Bad
2483,Excellent
2287,Excellent
5118,Good
2615,Very good
6524,Excellent
1705,Very bad
7293,Good
629,Very good
91,Excellent
2021,Excellent
7626,Excellent
5867,Bad
2041,Good
9314,Good
2375,Good
7883,Excellent
6715,Very good
3259,Very good
2748,Excellent
9250,Very good
424,Excellent
7218,Excellent
3453,Very good
3501,Very good
6533,Very bad
3768,Very good
6864,Bad
5175,Very bad
923,Excellent
7126,Good
1863,Very good
4115,Excellent
568,Bad
3482,Bad
1487,Very good
2573,Very good
4299,Very good
3304,Good
3745,Very bad
983,Very bad
1763,Excellent
6448,Excellent
6616,Very good
317,Very bad
1268,Excellent
9566,Very good
268,Very good
8732,Excellent
4345,Excellent
3596,Bad
30,Very good
1716,Excellent
5859,Excellent
2047,Excellent
6273,Very good
3614,Excellent
1197,Very good
4638,Excellent
487,Bad
2706,Very good
2416,Good
5331,Good
2881,Excellent
6934,Very good
8857,Very good
8090,Good
3890,Bad
2838,Excellent
7972,Bad
2049,Excellent
6937,Excellent
9641,Good
1341,Excellent
4837,Good
8435,Very good
6255,Good
2452,Very good
6969,Very good
5016,Good
5638,Very good
9605,Excellent
5894,Excellent
3349,Excellent
4650,Excellent
4472,Very good
3783,Excellent
319,Good
5427,Bad
108,Very good
3530,Very bad
418,Good
8510,Good
5057,Very good
1177,Very good
3557,Excellent
6298,Excellent
4402,Very good
1445,Excellent
7340,Good
2518,Excellent
347,Excellent
3875,Excellent
2489,Bad
9371,Very bad
9245,Bad
5919,Excellent
7731,Good
5781,Very good
6167,Excellent
7769,Excellent
4919,Very good
7868,Good
3281,Good
7981,Good
5548,Bad
4245,Very good
5202,Excellent
9578,Very good
1862,Bad
8659,Very bad
2282,Very good
6523,Good
2512,Excellent
7109,Very bad
4316,Excellent
2801,Excellent
4129,Very good
6050,Excellent
7023,Excellent
3476,Good
5600,Bad
5500,Very good
1316,Excellent
932,Good
7389,Excellent
5194,Very good
8112,Very good
3172,Very good
8224,Very good
8677,Excellent
2499,Bad
6771,Very good
9229,Very good
4280,Excellent
6249,Excellent
6441,Bad
664,Very good
2743,Excellent
5415,Excellent
5765,Excellent
8516,Bad
1789,Excellent
2163,Very good
6016,Excellent
1403,Very good
3753,Bad
7719,Excellent
3255,Very good
6439,Bad
3295,Very good
8565,Very good
6791,Very bad
681,Very good
6588,Good
6415,Very good
4381,Excellent
822,Excellent
5680,Very good
3357,Very bad
8449,Very good
4370,Excellent
752,Excellent
9737,Bad
7498,Very good
5396,Very good
6454,Good
9798,Good
1042,Excellent
473,Very good
1377,Very good
8518,Bad
7481,Good
9970,Excellent
5790,Excellent
3785,Excellent
2301,Very good
4329,Excellent
9699,Very good
6994,Very good
5238,Excellent
6876,Very good
2435,Excellent
2878,Good
410,Good
8018,Excellent
1737,Good
5668,Very good
8884,Very bad
9280,Very good
6038,Excellent
7342,Excellent
3941,Very good
7222,Very good
1239,Very good
9852,Good
9735,Very good
603,Very good
599,Excellent
5223,Good
8652,Excellent
5979,Excellent
9162,Excellent
999,Very good
3409,Excellent
9348,Very good
7229,Good
9302,Good
2667,Very good
5528,Good
9572,Bad
7477,Excellent
2914,Excellent
5882,Very bad
6932,Very good
3663,Very good
1917,Very good
7107,Good
2421,Very good
7992,Very good
1284,Good
7982,Excellent
6617,Very bad
4113,Excellent
4137,Very good
4601,Very good
7828,Excellent
7325,Excellent
438,Good
5941,Excellent
9683,Excellent
7519,Excellent
314,Very good
4819,Very good
1730,Good
496,Very good
4859,Excellent
8357,Excellent
8100,Very bad
9679,Excellent
7959,Excellent
639,Excellent
4676,Excellent
8876,Very good
2456,Excellent
8147,Very good
1291,Very bad
9260,Excellent
6758,Excellent
4570,Excellent
9491,Very bad
9108,Excellent
2320,Very good
9092,Good
9160,Very bad
5561,Excellent
8965,Excellent
1192,Very good
6802,Excellent
5151,Very good
7822,Excellent
122,Very good
2505,Good
6062,Excellent
354,Excellent
3507,Excellent
8319,Excellent
9020,Excellent
6275,Excellent
4169,Good
5341,Good
8321,Very bad
9226,Bad
868,Very good
3797,Good
7433,Very good
8923,Excellent
1179,Excellent
6770,Good
1256,Excellent
6469,Very good
941,Very good
5845,Excellent
721,Good
1476,Good
8282,Excellent
1439,Very good
1290,Excellent
7123,Very good
9632,Excellent
5330,Good
9758,Good
8781,Bad
5491,Very bad
7170,Very bad
8840,Bad
8799,Bad
914,Very good
7744,Very good
7712,Bad
8494,Very good
8953,Good
373,Bad
4821,Excellent
9457,Very good
3730,Very bad
112,Excellent
4877,Good
4108,Very good
8741,Bad
8104,Excellent
1152,Good
646,Excellent
5533,Good
5495,Very bad
9385,Good
3976,Very good
6174,Good
2460,Good
4939,Very good
9744,Excellent
693,Excellent
4557,Excellent
8853,Good
565,Bad
957,Very good
292,Good
1374,Very good
9800,Good
9059,Excellent
5457,Good
181,Good
3656,Excellent
8532,Bad
6106,Very bad
7356,Good
8824,Bad
3835,Excellent
1396,Excellent
245,Excellent
2369,Excellent
3467,Very good
1013,Excellent
4027,Excellent
1734,Good
8140,Excellent
6259,Excellent
7895,Excellent
4636,Good
9880,Excellent
4833,Very good
770,Bad
7607,Excellent
5064,Excellent
5052,Excellent
7906,Excellent
9756,Very good
