id,text,review
7059,this goodwill is good i went to improve their selection is ok cleanliness is ok and organization is ok all goodwill prices are the same as far as i know the staff is helpful and i never have trouble finding someone if i need help,Good
7432,"what happened to this place the first time I went there about a year ago the food and service was excellent the second time last time I ordered the same dish and it was horrible drowning in sauce but at least the service was ok I just went a third time and it will be my last. Halfway through my meal after I asked him in the meantime I counted at least one staff member hanging around the kitchen which is open so you can see them and half of them were folding napkins. My food wasn't very good and actually made me a little sick. It's a shame, especially because there aren't many places in Pox that offer vegan choices, but for the price you pay, I would expect a lot more.",Very bad
8598,stars only because the house margarita and guacamole were so good the food was ok fish tacos however the atmosphere on the patio was a bit dull I understand it's more of a bar than a fine dining restaurant but the patio tables had no condiments and just cheap metal tables and chairs also there was no music there just this incessant hum of an alley generator the service was a bit sporadic on the patio also we were asked by three different servers if we had one server but not much organization maybe the management just hasn't managed to fully organize and furnish the patio yet. I hope they do as they are in a great location and the food and drinks give them a lot of potential.,Good
1484,"I tried several different kinds of pizza and they were all good. A few people had told me they made amazing pizzas, but I didn't really think they were very good pizzas. What I liked was the fresh tasting vegetables that topped some of the pizzas. The cheese was a bit disappointing, especially since I don't think you can really go wrong with the cheese, it just lacked flavor, overall I probably wouldn't go backlit, it really wasn't that impressive.",Good
6629,"first time ordering a squid salad that had a strong onion flavor and a weird taste being brought up on Vietnamese food, the strangest food has been in my mouth but I think this falls into the category of acquired tastes, I never took a liking to this pad thai, it was okay, the noodles were a bit over seasoned, felt like I should eat them with rice to tone down the flavor, the papaya salad was good looking of this authentic unwatered down version but just like my friend's mom makes it yum thai omelette good the people were really friendly too which helps but you know I'm all about the food I had to go and the box for the squid salad read happy carimali salad I love it",Good
6059,"I first visited Daily Dose about a year ago after a night out I was only able to stomach a little coffee and a few bites of breakfast nachos that morning so I wanted to come back for a real sober meal, alas they made a better impression on my first visit. to the front patio and a waiters station but I gave up my son knew he wanted a cheeseburger and I ultimately opted for the anchovy corned beef sandwich with sweet potato fries yes it was going to be a cheat day our waitress seemed weird and lacking personality she didn't take our menus after we ordered and there was nowhere to put them on the small table so they ended up propped up against the window same thing with our cups in paper that we had brought from outside, they sat next to the menus for the entire meal, the wait as our meals were a bit long in my opinion, about a few minutes during that time our waitress was completely mia and our drinks were almost empty, luckily the guy who finally brought out our food was nice enough to refill them, so I thought the corned beef rubbed with anchor chili spice and topped with sauerkraut on rye was going to be bomb of spicy and tangy flavor, but not at all, what the hell do you do to the sauerkraut to make it bland, how do you make these delicious ingredients completely flat honestly, I was pissed, I wasted so many calories on this sandwich, I ate half of it because I was really hungry but didn't even bother to bring the other half home on a more positive note. The sweet potato fries were excellent, I felt unsatisfied. the tastiest part of the burger was delicious a few minutes after our food came out, the waitress finally came, I asked her for a box for my son's burger and the check she brought us at the speed of light. I was very surprised to find that I would be charged for a glass and a half of weak, lukewarm iced tea if I had known that I would have ordered a Hecate Light for the same price anyway, I had the distinct impression that she wanted us to leave so that her table could be re-seated with people drinking and rack up a larger bill for her loss, as I usually tip very generously when I go out with my son overall I was completely disappointed by the daily doses of food service and value and disappointed by my Yelp review which deserves only stars",Bad
1248,"I was really looking forward to eating here because I had read good reviews, maybe we had a bad day, they were very slow but it took way too long to get our food and they messed up my friends order. I had a carne asama chicken and fish tacos, the chicken was the best, I didn't care for the carne asama or the fish, I guess the fish tacos are far superior.",Bad
8077,"I had very high expectations for the breakfast because many gave it stars which means as good as it may be boohoo according to yelp, my experience wasn't up to par but I'm willing to give them another try. This place used to be a bar that was converted into a breakfast restaurant. The current bar is still there with a flat screen in the middle, but surprisingly the shelves are still empty to the ceiling, they've only been there a few months so maybe that will change as they settle into the location, it has a very clean upscale feel. this is something that is not out of place in north Scottsdale, it is also easy to find once you are on Raintree then north straight it is on the right and shares a parking lot with Golds Gym which is easily visible from the road. I found the eggs good and I recommend heading towards the omelette choices from the south. covered in sausage gravy, the pancakes were not served hot with the other foods and they seemed to have settled and were a bit soft and springy. The menu was pretty simple and plain with divided boxes with a nice highlight of their stuffed apple crepe. I thought the description of the ham falling off the bone was repeated far too many times. Prices were very reasonable for Scottsdale. The freshly squeezed orange juice was excellent. give it another try with your friends and family",Good
5942,the Mill Avenue Farmers Market is the bantamweight of the valley farmers markets weighing in pounds in this corner of the valley we have the Mill Mill Avenue Farmers Market getting ready to haggle when we arrived around morning there were about stalls one with small sized produce comes to mind. I say the Mill Avenue Farmers Market had a great game today at the Kiwanis Red Center and is now celebrating over gatorade and granola bars in the picnic area. You get the idea that we left for coffee and came back about half an hour later to find more vendors.,Bad
1250,the buns fall apart and you end up eating your burger with a soggy bun. The staff don't seem to know what's going on and they aren't well trained and can't think for themselves.,Bad
2116,"I had a quick Asian salad, I read the ingredients no peppers, I'm allergic, awesome, I ran like to terminal B to grab my connection and sit down to eat, there were at least red pepper slices that I had to choose from, that usually does the trick, I guess since it was packaged it contaminated the rest of the salad, yeah, instant allergic reaction wouldn't have wanted to sit next to me on the plane, it was tasty, fresh and fast, please check your labels white, spare me and others who may be allergic to unlisted ingredients.",Bad
847,"this would actually be another star experience but i went ahead and rounded it up to the stars because i'm in a good mood, we came here after going to chelsea kitchen down the street which was super crowded for the night, i get easily annoyed by the free valet parking because i almost never have cash and i feel weird if i don't tip the boys and girls, but i digress from the concept and look of this place is really fun and different, it felt like a modern barn, we went in and put our name on the list and I was surprised that it was. it's all done by an iPad and you get a text message when your table is ready, good thing and I remembered our phones otherwise we would have been out of luck, the wait wasn't horrible, we went to the bar and had a few glasses of wine. The bartenders didn't seem really eager to help us, which annoyed me a bit. lots of tables in a small space but at the expense of the customer our waiter was friendly enough but not as friendly as with the group of ladies that sat next to us nothing like treating all your tables the same eh we ordered an appetizer the yucca chips which had a decent flavor but were a bit burnt we ordered main courses which were a chicken dish and their version of spaghetti and meatballs the wait for the food wasn't bad either but i hate it when you as a customer have to ask for a wine list because your wine was empty for a few minutes but the waiter didn't ask you if you wanted anything else because he was focused on the women's table next to us sharing an appetizer. I had the pasta and the meatballs, which was me, the pasta was a little mushy and the meatballs really didn't have much flavor.",Good
9823,"they don't have lunch specials on the menu and won't tell you about them if you don't ask, so make sure to ask that the sandwiches don't come with fries and their fries are overpriced because they aren't very good. The pulled pork sandwich is good and so is the sauce, also expect a long wait especially if people are ahead of you.",Good
1340,"I wanted a restaurant within walking distance of our hotel so I chose this one, there was nothing bad to complain about but it really wasn't anything to write home about either, there were better restaurants to choose from.",Good
7446,"aside from the treats you get an adorable and stylish interior that is very comfortable and pleasant to live in and fun to people watch to boot, it's a bit pricey for the drinks which I think comes with the territory",Good
3322,"it is what it is, no frills, good reception staff and overall cleanliness, I felt safe and the bed was comfortable, I will tell you my favorite thing about this place is the bar bar at the end of the parking lot, breakfast shouldn't be, it should be included. I did, however, have a fantastic breakfast sandwich at the Safeway just down the street.",Good
5386,ordered a large cheese pizza the crust was ok not very tasty the pie was covered in a pool of grease this pizza had a bland sauce and very little it just seemed like minimal effort had been put into the pizza this pizza is not worth a second visit,Bad
1198,"let me tell you the bar at hand is one of the nicest bars in Phoenix, this sparkly square shaped thing gets an A on presentation and they make great cocktails, the rest of the place doesn't agree with everyone so much, they have a great concept for a place where they left the skeleton of an old department store intact with a completely unusable second floor, but the results aren't spectacular. we won't get steak here, prime rib, a good grouper fillet, maybe with such a nice space and prime location right in the heart of downtown I think the hands could step up the work in the food department, it's like this place doesn't know who it wants to be a neighborhood restaurant or a fancy dining destination",Bad
3697,"If you're looking for a dining experience in the deli area, you're better off going to a real sit-down restaurant. The fried meal style food in the deli area is substandard at best.",Very bad
523,"good but the salad wasn't as good as I remember, I still think it's a great place in Scottsdale",Good
7948,"seriously, the best quesadilla I've ever eaten was big and gooey with just enough browning on the outside of the tortilla to make it a little crispy, bonus it was a little cold outside so it made a great hand warmer. Why only stars, ok you have to sit at dodgy outdoor picnic tables and I don't want to think about the cleanliness of the kitchen, but the entertainment value of watching drunk people stumble around while waiting for their food can't be beat.",Good
4915,"after a bad experience i will never come back it's terrible because they didn't meet my expectations and the price is outrageous the hardest part of that is the red broth from hours of preparation and it tasted like water i had to add all kinds of condiments to save it but i can't even eat it the restaurant is very slow now and this confirmed what i meant with an asian restaurant if your fellow asians don't frequent the place it's because your food didn't respond to our expectations, try across the street to Kim Thanh rice plate for their rice dish it's day and night",Very bad
772,"We went here for fabulous use as the restaurant is often empty Julia, although it would be nice to give them some business but in the end it was our group who ended up being given the business. The words highway robbery come to mind, but I guess we weren't actually on the highway. The prices listed on the menu really didn't seem out of place, a little expensive, but nothing alarming. the sauces with stuff in theme had shrimp, one had chicken, one had pork and one had chihuahua oh wait I think it was the cheese on top anyway the plate with tablespoons of sauce wasn't worth it, oh wait we got some the waitress also managed to slip us two orders of guacamole for a piece as for the starters the portions were small and the food was nice of me the mole was way too much sweet for my taste, the biggest disappointment of all was not the alcohol to match the appetizers it would have been much better if they had been washed down with frozen margaritas and a few pitchers and they could have slipped us some flan regardless of the price and the food was mediocre, it was well worth going for the amazing company of the wonderful assistants in Phoenix, I don't think I would go back for the food though",Bad
3162,"I went here a few weeks ago and had the sesame chicken. I was disappointed when I saw that it wasn't chicken pieces but a piece of boneless chicken that was breaded, fried and then cut into strips. The sauce wasn't that good anyway, I won't come back.",Bad
8626,slowest commute ever,Very bad
2396,"two stars for bad service and damn I have to tell the truth, lousy appetizer had to start with the braised leeks which seemed to have been made less leeks and more of a fromage blanc which I can only assume had been left to congeal into a rubbery mat under a heat lamp, it was literally impossible to cut into detailed pieces and was tasteless, then after at least half an hour of waiting the chanterelle pasta the rooms were great and I have to say I enjoyed the fennel for the first time in my life but the pasta was huge and there was loads of it but one of my friends had the fried green tomatoes which were wonderful and another had the Russell sprouts also wonderful and the caramel pudding dessert with the nutmeg whipped cream was just divine they were very busy our reserved table was a few minutes late and the seats were still warm when we sat down so I think they were just mad to their feet i would give them another chance oh and a delicious arizona avignon blanc i was told they only serve arizona wines which is pretty cool",Bad
3383,"you would think that with today's economy it would be easy for any establishment to hire semi-intelligent people to run the register. I went to Sprinkles to sample some of their fall specials and walked into a scene that was beyond depressing. My first experience with Sprinkles was when I lived in Los Angeles, you couldn't get a cupcake without waiting in line for at least a few minutes. at best I ordered cupcakes, no rocket science, there was another woman waiting for a big order, at least a few dozen, the dingbat who called us tried to charge me for cupcakes whoa, are you sure they're mine, her response was is your name Susan no, it's not she gives me a blank stare like she's seen a ghost, so it's uncomfortable, I gently nudged her telling her I think my total should be in the range, I only have cupcakes, the label says you have a dozen, I can't remember the exact value now Red Velvet, remember the theme the shirts try my patience, it's always Susan's order, oh duh, now we understand after all I take the cupcakes home and they are drier than a disappointing popcorn fart",Bad
9287,"I have no plans to return, but based on how we were treated by the kitchen earlier this week, my rude self doesn't really feel welcome anyway, but I'm not entirely convinced that's my loss, it had been almost a year since my first visit to Breadfruit, which didn't overwhelm me, as you can judge by the fact that it took me a year to return, but I enjoyed the Caribbean food option since a friend and I were going to be in town for an event. supporting locals by offering them the opportunity to purchase wine at the nearby public market and waiving the already reasonable corkage fees was a bonus as we had really enjoyed a few wines from the bastion of Arizona at a recent fob wine deal and thought they would pair well with the Jamaican heat while the scallops were delicious and perfectly cooked as per scallop is a bit stiff in my book, we also shared the jerk chicken salad and jerk shrimp on the grill, here are the ultimate rub from the bottom of the menu does not indicate any substitutions or modifications because when is cutting a kfc sized corn on the cob a modification at the same time the menu describes the restaurant and it offers like nothing out of the ordinary just good food that nourishes and rejuvenates the body it is like cutting something in half so we can easily share it especially after the plate has been delivered to the table so we can appreciate its beauty and after communicating to our server and demonstrating with the first two courses we are splitting the items is in the vein of nothing out of the ordinary how about providing the customer with a proper utensil to cut it themselves then the fact that the chef stubbornly refused to cut the kfc sized cob of corn that came with our entrée screams pretentious and grandiose and tainted our entire experience to quote my dining companion you are not James Beard and James Beard would have cut the corn",Very bad
8400,"well it dropped me a star and I'll tell you why I ate there probably in the last quarter I had all you can eat bowls of sushi, beer in the desert, I ate alone, I ate with Sandra Kate, I ate with my son and family including my one year old grandson who plays the drums with the drumsticks, I had a party on Saturday for the yes's otherwise I can't not complaining, there are bright spots first, it's close to my neighborhood, a start and there is more than sushi and it's useful when you don't have such lovers with you the bowls are very good and you can order them in the heat index, you like funny names, like the take out bowl or the classified bowl with this description, don't order this bowl of squid salad is super super super calamari ok hey they put a lot of thought into their selection of beers and it's cool and their dessert sushi is very unique because for sushi now there are way too many sushi restaurants to try and they are all rushing for your business. the economy continues to slow and people, let's face it, are moving backwards. This isn't a place for a sushi purist, but give me good food, a cool gathering place near my central Phoenix abode and I'll be there. The sushi needs to improve so I can get a higher rating and win my business.",Good
1778,"I've lived here for about months, the place is okay, I guess the floor is clean which I like, but the staff seems a little disorganized, they got the move in dates wrong which thank goodness I'm an early mover and didn't wait until the last minute and then when we finally moved in we got a different apartment than we were originally shown. breaks our shower broke twice the closet light broke the wall the bathroom light fell out of the wall the stove and washing machine have all been broken since the time we moved in last May the only reason I give it stars is because I know there are much worse apartments but my house still falls apart when I go to the office I feel like they are always trying to rush me because I can finish my questions it's really boring so be careful when looking at these apartments when looking for accommodation",Bad
6638,"so yesterday morning i actually had a craving for the press, i was in the mood for a smoothie for breakfast, my traditional breakfast of oatmeal or yogurt wasn't going to do the trick baby wanted something else, i head to this Jacinthe box that is close to work, i order my strawberry banana smoothie and i am quickly told that the machine is broken, it sucks, i go up to the window and the person tells me that the machine is leaking at least I think that's what he said, but it would take about a few minutes and it would be up and running now, knowing the smoothie issues I had this morning I don't think the machine was broken, the product just wants to be ready for now",Bad
7284,my god I should have run for the hills when I walked in and saw people working there with electric shears in their hands I refuse to call them stylists I mean all I wanted was a cut for my one year old just a straight line I hate to see her take a sobriety test,Bad
1754,"i just ate the ice cream at that time, i didn't know where to go for ice cream, it tasted artificial, much like everything else, there was also a strange feeling about the place, too subconsciously cute, suspension of reality, almost like a crime was imminent, like a bad show, looking at the rest of the food was almost disturbing, like school cafeteria food, but worse, well, it discouraged me from eating anything or for the rest of the day.",Very bad
1680,"I've never written a review but the food at Havana Café was so disappointing and not at all good that I feel obligated to share it. I ordered the Apollo polls which actually were a pile of salt with a side of chicken and rice. I opted for Arrow Con candles instead of the white rice because it had been years since I had that delicious Rica puberty side, the whole thing was almost inedible. I came home and brushed my teeth immediately, it was so bad my husband had the polls. Cuban, which was equally disappointing and nothing we couldn't make ourselves at home. The restaurant gets an extra star for the wonderful Cuban coffee and extremely attentive servers. I had high hopes for this place, but next time I'm craving Cuban food, I'll head to Cuban Workers.",Bad
233,Many people have graciously reminded me that a bruin is a type of bear sorry guys I'm a native we don't have bears here in Phoenix with the classic of a happy school system,Good
9458,"when I walked through the swinging doors around noon on a Sunday, I walked into Hooverville, I think of silicone fake tans, bleached hair and teeth and caked on makeup and the men here overdose on testosterone, full of volume and attitude, think of side baseball caps, ripped jeans, flip flops and gold, even at noon on a Sunday they were out hunting, they joined me in alienation. I had the buffalo chicken sandwich to match the theme here, it was the biggest brisket I have ever seen, the sauce was super hot and flavorful, the baked beans had a southwest twist with cracked pepper, my friend had the chili which he said was slightly spicy, but not hot.",Bad
4279,"I highly recommend this place for two situations: you're on the west side of town and want reasonably priced food, you've never had Vietnamese food, and you want to try it in a non-intimidating environment for both of those things. Pa is great, nice people, decent food and very friendly environment, but their food doesn't measure up to the standard bearers in central Phoenix. I guess their score is artificially low due to the category they compete in if they were the only game in town I guess I would have rated them a lot higher just to get my hands on a barn every once in a while",Good
4788,I was very disappointed with this place I had driven far to get here I live in Gilbert I had the picket beef menado and the adobe pork their portions are very miserable they are overpriced and their food wants very good tasting or authentic at all the only thing I liked was the adobe pork,Good
4000,we had fun but it's definitely more for children and younger people. The pretend store was fun and we all had a great time playing in the noodles.,Good
7814,"amazing, so angry and dismayed that I took my or my old mother to the salon for a manicure after the pedicure she got the manicure and she asked for advice in French the daughter claims she asked mom if she wanted gel nails she didn't understand the girls English and couldn't hear so I guess she nodded after mom paid the fee and I came to pick her up normal fees are added for French and he said to come back because it was a mistake we made and the whole group of techs said it was the mother's fault for saying yes and that she would not concede at all, not at all. I thought it was horrible and Mum felt very exploited. I will never go there again and I warn hearing impaired customers not to use this business for me and of course mom it was such a slap in the face the elderly mother is a visitor from the east coast and at her age does not need to be treated this way. very bad deal",Very bad
8038,"There are few things I can't stand more than eating out for pizzabytheslice, it's slices so big they contain a whole day's worth of calories and charging extra for traditional toppings while I understand the appeal of this centralized pizzeria, a slice is the pizza itself, the crust is a few inches tall and the pizza itself is barely an inch tall. did not appear to be working properly during their stay, including their ice machine and sound system cutting in and out. I was also not impressed with the fact that I never really heard what the employee said before making it seem like a chain of a few go to their website and you will realize that otherwise this location is franchised. I won't come back unless I don't pay instead I will try one of the multiple fast food options in this area",Bad
5879,"I'm a fan of a themed restaurant, I've wanted to visit this place for a while because of their whole gimmick, when you arrive a nurse checks you in, gives you a hospital bracelet and seriously dresses you in a hospital gown. I love a gadget more than the next person, but the heart attack grill is a gadget and only good food. The menu consists of burgers that vary only in the number of patties fried in lard. We were completely disappointed because we wanted to order the huge burger and split it different ways. We ordered plain burgers. One of our trio boycotted the burger because of the no sharing policy. Unlimited fries, vanilla shake, coke full of sugar and one by the burgers were ordinary. yeah I get it, it's a gadget heart attack big lard waitresses dressed as nurses cook dressed as doctors sweet beer whatever, it gets old pretty quick",Good
2778,"I went here this morning for breakfast with them to use our living social agreement. We had been to Black Bear before about years ago in Glendale, and then again maybe years ago in Washington State. The last time we went we weren't too thrilled with the place. Anyway, we decided to give them another chance and it was pretty okay. I liked that this was an option on their menu because most places only have one vegetable scramble recipe and there are tons of vegetables added with no reason for those vegetables to go together. Anyway, breakfast came with a ton of country potatoes which I liked more than the typical hash browns. In some places the service was also good but I thought it was so weird because our waitress kept calling us kids and calling me honey princess and honey. I find this somewhat condescending, not that I think that was his intention, but I think it's unnecessary. but I know people like giant portions, I would probably come here again for breakfast sometime because it's reasonably priced and has decent flavor.",Good
673,"really mixed feelings here I met a friend here on a Thursday about the place was busy but we were able to get seated straight away as it wasn't totally full and even not being at capacity it was incredibly loud naturally I expect a beer bar to have a relatively high volume but this place was ridiculously loud to the point of being annoying the beer selection was good although I'm not sure that made up for the volume and atmosphere which seemed a bit off very lit and the decor was of the variety of signs bought new but made to look old almost like some kind of fake bennigans and why, oh why, a place that specializes in beer and seating, so many people only have one urinal and one stall in the small men's restrooms, I hate queuing to pee, but then again, maybe I'm aging happily by the way, obviously I have no experience with women so I can't answer that, sorry ladies I'll try again even though the food wasn't good it probably won't be a regular hangout as it's not near me and it wasn't worth going out a way to consider how many other beer brew bars exist in the city with better ambiance",Good
6057,"I must have looked like a poor ugly person the other day, seriously, no one helped me, no one even said hello to me, I was there for an hour too, I decided not to buy anything because the service was so bad, it's a bit like operations, I didn't kill my wife, but if I did that's how I would do it, if someone had helped me I would have bought cutlery, rugs, chargers, napkins and napkin rings. even say hello or ask a girl carrying a ton of cutlery if she needed help, so I just put everything I had gathered over the hour in a pile and left, you are welcome, the employees hope you had fun putting everything away, I also hope they work on commission and regret not saying hello to me",Bad
4820,well everyone there is pretty nice i got some gel tips from them and i beat them pretty bad at work and they hold up like they should they were reasonably priced there is an asian lady i really like i forgot her name although my fault i also got a pedicure from them too they did good perks cheap good selection of colors nice people tv available though some of my tips are longer than others when I had a pedicure the water was so hot it burned my feet and they came out of the water looking like cherry tomatoes every time I feel like give them the tip from my visa they almost seem disappointed because it's not cash I don't have cash and I won't start anytime soon the language barrier but it's no one's fault the massage Jedi chairs are made for people bigger than me sigh because the cons outweigh the pros it gets stars but you still get really good service considering the price you pay and I will continue to give them my business because the lady who gave me the pedicure was really nice and she did a really good job getting rid of my calluses and it didn't torture me too much I'm extremely ticklish,Good
140,apart from the very good happy hour prices it's hit or miss with this place more often a sad failure the food is below average the drinks not strong at least they are cheap but the service is really hit or miss I will pass,Very bad
6498,I enjoy coming here with a group cooking our own food and playing in the sand April evenings and can be great as can September and October the winters are a little cold after sunset and summer I don't need to explain that there are no good deals on food or drink but I come for company and I don't really mind ordering a few pitchers and your food to cook then pretend you are at home with no service required.,Good
8771,"I wanted to love this place so much, I had heard good things about the food, I loved the concept and was looking forward to having a wonderful experience, what a disappointment we were seated within about minutes of arriving which was great given the crowds, it was nice to have a place to wander around and we were able to help ourselves to tea and coffee while we waited once seated, but it took a few minutes for someone to take our order and another for the food to come. the scaly home fries were a bunch of mushy potatoes and not seasoned enough we were offered jam when the food arrived but the waitress never came back with my husband asked one of the other staff if they had jam received a curt yes in response but they didn't offer to help in any way for average prices plus for a self serve drink. but there are lots of nice patios in Phoenix with much better food and service",Bad
7664,"humid, I don't like it, I didn't hate it, I was indifferent, I like the decor and if I could give it half a star just for having an outdoor dining area, I the menu left a lot to be desired for me, we went there at lunch time so I don't know what the dinner menu is like, it was just ok, nothing blew me away, it's nice for people watching and it has a very nice location.",Good
9435,"don't get your oil changed at Walmart or any Walmart, we did an oil change and they dented our oil pan and now it's leaking and they don't take responsibility for the damage they caused. I only had my oil changed last year here and they are trying to pass it off to someone else when clearly no one else has done our oil. Walmart insurance won't even look at my vehicle and had already decided they were not at fault. I had a third party evaluator look at it and they cannot determine that it is from an oil change. I have no choice but to consult a lawyer.",Very bad
9575,"mixed reviews from my husband and I his comments the salad was good we had the spinach and gorgonzola salad the pizza was really good but overpriced plus it was the thinnest type so you wouldn't expect to pay that much the servers not good atmosphere nice enough has a my type feeling too expensive to go back my comments the salad had too much dressing it was dripping with balsamic stuff I don't like the soggy lettuce pizza was just ok it was good for us served quite quickly considering the place was packed but it wasn't hot plus we had to flag down our server to ask her to reheat it, she didn't seem very happy with us and didn't apologize for the cold pie after all this place is called humble, the pie servers are not good, not very forthcoming with the menu and only seem interested in ordering with the staff should be humble enough to ask the customer if everything is ok once the food is served which never arrived even when she brought the check, we didn't have anything too loud atmosphere and the dark tables and chairs are tight in this place so plan to share your space. with others not in your group, we definitely won't be returning, we paid plus tip for a small Caesar salad pizza with three toppings, a soft drink and a glass of wine, too much money for sister food",Good
6322,"have you ever had lean kitchen chicken enchiladas have you ever been to a super obnoxious sorority party where all the blonde bimbos are tanked and dancing on tables and have you ever been totally ignored by the waiters and bar staff even though you doused yourself in lighter fluid and set yourself on fire so you went to San Felines inferior to mediocre food except for the grilled fish tacos so the stars don't aren't when I was living in zero, I thought this would be a cheaper, less formal place to hang out with my mom rather than grab a quick beer here, I'd rather stay home, eat Doritos and watch a sorority movie, what do Kristin and Pierre say to me yeah, that's me",Bad
5245,"I give this review 1 star in total if I could, I would have rated 0 stars, I would never recommend anyone to live here, the office staff are horrible and made me feel uncomfortable the entire year I lived there due to their mistakes. I can't express how disappointed I am with the way they treated me.",Very bad
9272,"I enjoy falafel and my boyfriend really likes gyros, so when we received a coupon for Daphnes Greek we were excited to go check it out. What I noticed right away was that it has a sort of Eastwood feel to it and I thought ok, it was catering to people on their lunch breaks, but the food itself is like Greek fast food for people who have never had truly Greek food before and so they wouldn't know any better than the plates are statically nice with everything nicely arranged. well it amounted to nothing for me when I was able to eat, I want a lot of food and I want the quality that is expected from the type of establishment I eat at at Daphnes you get a few small thin slices of what may or may not be real gyro meat the falafel meat is kind of on fried discs, that's right, discs not balls of falafel meat where the outside is slightly crispy and the inside is meaty and moist the pita bread is not it's just flatbread cut into little triangles, the tzatziki sauce is what that stuff is in that little paper cup, the vegetables were fresh, there's more to complain about this place but you get the picture, I think anyone who likes it here just doesn't know what real Greek food is like",Very bad
5972,it's not a bad place to go but it's not my first choice the food is good but nothing unique or special,Good
942,"I am done with Classic Car Spa, their mediocre car washes and shady business partnerships whatever you do, do not have your windshield replaced by the auto glass shop that Classic Car Spa allows on their premises. I hold Classic Car Spa responsible for placing their customers near criminals, while these auto glass shop men are friendly and seem helpful. my insurance company they still give me a run for it so even if it was free I will now have to foot the bill to fix their crappy craftsmanship after trying in vain to get the auto glass store to fix my windshield. I spoke with the manager of the classic car spa. I don't think I've ever met a manager with a more relaxed and uncaring attitude, this place is a joke except I'm not laughing.",Very bad
3362,"My favorite thing about this place is the decoration, it's crazy and beautiful. I also like that you can get better than average food until late and there are so many places to sit that you'll never have a problem waiting. Their food is okay but nothing spectacular. I lived in Arcadia and miss it every day if I had to go back to Phoenix Scottsdale I would never even consider a different neighborhood in every way. This is the friendliest and most beautiful neighborhood in Maricela County, that being said, the big one represents the lame element of the neighborhood. people with too much money and bad taste, I think someone else called it schmooze and that's exactly it, as a neighbor we usually rode bikes so I can't talk to the parking lot, don't they have the shuttle yet, give me the great escape, or messages any day",Bad
4715,"much better than the frozen variety, somehow better than the quick service store at the fashion mall in Vegas, from what I remember this place was exactly as I expected lots of people at lunchtime, overpriced pizza and drinks and solo service the pizza I had with a wheat crust that included eggplant, roasted red peppers and goat cheese was pretty tasty I guess when you consider I had a second meal with the pizza, the price wasn't too bad",Good
1952,"yet another phoenix joint with hip decor and a solid menu nice gold color scheme on brown soaring ceilings nice marker board to write all over as much as you like the food some of the best glorified bar food in town although expensive sampled several top notch martinis the smoked salmon monkey good chicken burger and sweet potato fries the place also has a bocce ball which makes a fun diversion my biggest complaint is the terrible acoustics it was so loud my ears hurt and I felt like a hundred people were simultaneously shouting a steel drum, we can put softies on the wall or something but then again it's a bar",Good
9998,"my nephew just moved to Scottsdale recently, so me and a group of friends brought him here to show him a local bar where he and his girlfriend could come and play pool, watch football play volleyball, etc. annoyed too but didn't say anything then happened, she said you better behave or mom will be fired, holy shit it works even worse, shame on this owner for allowing this to happen and this employee needs to recognize this, you work in a barnet, daycare",Bad
9946,an ugly coyote but a cool place the ladies were friendly and there was one who could seriously dance her ass off on the fayum even though I was the classy black symbol and had a great time except for the one lady who seems to get attached to me weird to say the least overall a cool place be warned don't try to take pictures in this place they will hunt you down and arrest you especially if the ladies are playing at the bar a big none,Good
1732,"this place needs a facelift, the whole concept and decor is outdated and needs help. I think their sushi and other food items are okay, even though they try to be so hip and in reality the menu is pretty bland, it's a fun place to have a drink and sit on the patio, but the excitement and trendiness of this place is completely gone.",Good
8183,"I wish I could rate negative stars with so many choices of bars, this place is by far the worst. Last Saturday a group of friends went out for a friends birthday party in Scottsdale and decided that if we split up we would meet up at the end of the night at the engine boss's house, it was becoming increasingly obvious that the staff was hostile and irritated that they couldn't close up early. extremely agitated at our friend and asked him to put his drink down and leave, my friend started to explain the reason why he doesn't let his friends always in the bathroom, but was quickly cut off. I watched from the patio at the two bouncers both visibly larger in height and weight, then my friend quickly stopped talking, grabbing my friend under the arms and starting to carry him as he was carried backwards, he lost his balance and fell with both bouncers on top of him, the bouncers slammed him head first onto the cement outside the establishment. The establishment pinned him with their elbows and hit him at that point. I ran behind the bouncers and was yelling at them to get off. I had already taken out my phone to call and quickly tried to take a photo to show that they were using excessive force. We asked to see the director. At that point the bouncer said he was the manager and refused our request. the police arrived and took down the information about the bouncers and said they would record this incident. I am absolutely categorical in saying that neither I nor my friends will ever patronize locomotive customers again. We were treated disrespectfully by untrained staff who were either too eager to close to go home or gain high power by manhandling the non-physical non-threatening patrons of their establishment based on the behavior of the two bouncers. I guess this bar operates without any written guidelines on how bouncers should behave. human rights and I intend to write to any regulatory agency I can think of, these people are giving a bad name to all bouncers who conduct themselves within the guidelines of the law",Very bad
9898,"don't eat here if you think a bathroom has anything to do with food preparation cleanliness, there was literally dried feces on the toilet seat and the floor looked like it had never been washed, of course the toilet cleaning checklist wasn't initialed all day, oh I almost forgot there were no paper towels to dry my hands. the gossip burger was overpriced, the milkshake was ok and no napkins in sight on the tables or at the bar. Apparently towels are something you need to ask for because whoever owns this place needs a better manager at this establishment because they are losing money with all the one-time customers who will choose to go elsewhere next time.",Very bad
